worker_id,X.bail,X.stats,mmap_size,page_size,synchr1ous,PERF
105,0,0,0,65536,0,206.8449153
105,0,0,0,65536,1,210.0392305
105,0,0,268435456,512,0,215.9639433
105,0,0,268435456,512,1,218.1767657
105,0,0,268435456,65536,0,207.9885305
105,0,0,268435456,65536,1,211.1496117
105,0,1,0,512,0,354.8479385
105,0,1,0,512,1,352.6292453
105,0,1,0,65536,0,336.572878
105,0,1,0,65536,1,339.685077
105,0,1,268435456,512,0,345.69867
105,0,1,268435456,512,1,345.9097815
105,0,1,268435456,65536,0,335.594361
105,0,1,268435456,65536,1,340.5138205
105,1,0,0,512,0,221.89943
105,1,0,0,512,1,223.3358465
105,1,0,0,65536,0,207.5650998
105,1,0,0,65536,1,210.1056819
105,1,0,268435456,512,0,216.8724785
105,1,0,268435456,512,1,216.2438858
105,1,0,268435456,65536,0,207.6224217
105,1,0,268435456,65536,1,211.1876715
105,1,1,0,512,0,353.3842642
105,1,1,0,512,1,357.6141537
105,1,1,0,65536,0,337.1844775
105,1,1,0,65536,1,338.681913
105,1,1,268435456,512,0,344.0630102
105,1,1,268435456,512,1,346.474668
105,1,1,268435456,65536,0,336.3126682
105,1,1,268435456,65536,1,340.3670813
125,0,0,0,512,0,52.23769569
125,0,0,0,512,1,54.32158822
125,0,0,0,65536,0,47.71598142
125,0,0,0,65536,1,50.25441277
125,0,0,268435456,512,0,50.88863671
125,0,0,268435456,512,1,52.14068776
125,0,0,268435456,65536,0,47.69040447
125,0,0,268435456,65536,1,50.46391118
125,0,1,0,512,0,87.47825319
125,0,1,0,512,1,89.12999743
125,0,1,0,65536,0,82.47321856
125,0,1,0,65536,1,84.49265558
125,0,1,268435456,512,0,85.38360769
125,0,1,268435456,512,1,86.85921377
125,0,1,268435456,65536,0,83.28975481
125,0,1,268435456,65536,1,84.49933952
125,1,0,0,512,0,52.44864899
125,1,0,0,512,1,54.40197146
125,1,0,0,65536,0,47.67582625
125,1,0,0,65536,1,48.99418503
125,1,0,268435456,512,0,50.35969055
125,1,0,268435456,512,1,52.00711226
125,1,0,268435456,65536,0,47.55887681
125,1,0,268435456,65536,1,50.44626701
125,1,1,0,512,0,87.22846377
125,1,1,0,512,1,89.00263453
125,1,1,0,65536,0,82.76043445
125,1,1,0,65536,1,84.30099899
125,1,1,268435456,512,0,87.51756459
125,1,1,268435456,512,1,87.23474824
125,1,1,268435456,65536,0,82.7169832
125,1,1,268435456,65536,1,83.6456545
130,0,0,0,512,0,225.6956313
130,0,0,0,512,1,226.2651157
130,0,0,0,65536,0,210.3904994
130,0,0,0,65536,1,214.3783353
130,0,0,268435456,512,0,219.7453191
130,0,0,268435456,512,1,221.554077
130,0,0,268435456,65536,0,212.1766042
130,0,0,268435456,65536,1,215.5463726
130,0,1,0,512,0,362.72989
130,0,1,0,512,1,366.149207
130,0,1,0,65536,0,347.8115342
130,0,1,0,65536,1,351.3802942
130,0,1,268435456,512,0,359.6839675
130,0,1,268435456,512,1,360.5092131
130,0,1,268435456,65536,0,352.7230657
130,0,1,268435456,65536,1,352.657003
130,1,0,0,512,0,226.1485283
130,1,0,0,512,1,226.7294975
130,1,0,0,65536,0,211.2282489
130,1,0,0,65536,1,214.2261605
130,1,0,268435456,512,0,221.0495712
130,1,0,268435456,512,1,220.9760378
130,1,0,268435456,65536,0,211.0148346
130,1,0,268435456,65536,1,213.8397868
130,1,1,0,512,0,365.0137047
130,1,1,0,512,1,363.3572527
130,1,1,0,65536,0,347.475439
130,1,1,0,65536,1,351.493139
130,1,1,268435456,512,0,360.77577
130,1,1,268435456,512,1,359.3812435
130,1,1,268435456,65536,0,349.170517
130,1,1,268435456,65536,1,351.7477903
146,0,0,0,512,0,242.8424287
146,0,0,0,512,1,243.7218987
146,0,0,0,65536,0,227.2829228
146,0,0,0,65536,1,230.9550773
146,0,0,268435456,512,0,236.8354218
146,0,0,268435456,512,1,236.7198665
146,0,0,268435456,65536,0,227.4831026
146,0,0,268435456,65536,1,231.1058223
146,0,1,0,512,0,388.3406202
146,0,1,0,512,1,387.9539971
146,0,1,0,65536,0,368.3998913
146,0,1,0,65536,1,372.5685798
146,0,1,268435456,512,0,380.7246801
146,0,1,268435456,512,1,380.5491009
146,0,1,268435456,65536,0,368.606879
146,0,1,268435456,65536,1,371.9880202
146,1,0,0,512,0,246.7690424
146,1,0,0,512,1,244.7864372
146,1,0,0,65536,0,226.4892475
146,1,0,0,65536,1,230.1188747
146,1,0,268435456,512,0,238.6490755
146,1,0,268435456,512,1,239.6251957
146,1,0,268435456,65536,0,228.0382677
146,1,0,268435456,65536,1,231.895892
146,1,1,0,512,0,388.6156922
146,1,1,0,512,1,388.9462532
146,1,1,0,65536,0,370.9456159
146,1,1,0,65536,1,373.0511605
146,1,1,268435456,512,0,380.8594791
146,1,1,268435456,512,1,381.9314387
146,1,1,268435456,65536,0,370.19503
146,1,1,268435456,65536,1,374.8157145
157,0,0,0,512,0,33.61706573
157,0,0,0,512,1,34.82553661
157,0,0,0,65536,0,27.77773625
157,0,0,0,65536,1,31.43250942
157,0,0,268435456,512,0,32.09280586
157,0,0,268435456,512,1,32.52092248
157,0,0,268435456,65536,0,28.43784219
157,0,0,268435456,65536,1,30.91412318
157,0,1,0,512,0,60.69880146
157,0,1,0,512,1,60.33519399
157,0,1,0,65536,0,54.29254955
157,0,1,0,65536,1,53.1871677
157,0,1,268435456,512,0,55.63745624
157,0,1,268435456,512,1,61.02187926
157,0,1,268435456,65536,0,54.56485254
157,0,1,268435456,65536,1,55.99450624
157,1,0,0,512,0,31.17051256
157,1,0,0,512,1,35.4168604
157,1,0,0,65536,0,27.77803373
157,1,0,0,65536,1,30.20997435
157,1,0,268435456,512,0,30.06507778
157,1,0,268435456,512,1,33.63832384
157,1,0,268435456,65536,0,29.42822701
157,1,0,268435456,65536,1,30.01642501
157,1,1,0,512,0,60.27872747
157,1,1,0,512,1,60.61546046
157,1,1,0,65536,0,56.28751373
157,1,1,0,65536,1,55.74772322
157,1,1,268435456,512,0,59.04562867
157,1,1,268435456,512,1,59.00635034
157,1,1,268435456,65536,0,54.40140027
157,1,1,268435456,65536,1,55.79976785
